name,line,voltage
COLUMBUS 0-WHARTON 1 1-i_2007,"LINESTRING (-96.41466 29.689724408088615, -96.0323 29.2815201581002",230.0
MOUNT VERNON 0-DIKE 0-i_3114,"LINESTRING (-95.34960199999999 33.170505475447314, -95.46342 33.2552043057391",115.0
HENDERSON 1 0-MT. ENTERPRISE 2-i_3132,"LINESTRING (-94.69502900000002 31.919337891369405, -94.583743 31.999509893109302",115.0
BERTRAM 0-LIBERTY HILL 0-i_1779,"LINESTRING (-98.04158 30.770820476611213, -97.93782600000002 30.68840335967631",115.0
SAN ANTONIO 30 0-SAN ANTONIO 37 2-i_2024,"LINESTRING (-98.51943000000001 29.51389475062251, -98.56513100000001 29.494187974427106",115.0
BAY CITY 1-SWEENY 0-i_2826,"LINESTRING (-95.81765000000001 28.7821687036371, -95.72594800000002 28.926791474694994",115.0
HOUSTON 48 0-HOUSTON 45 0-i_2653,"LINESTRING (-95.41333300000002 29.79574976054061, -95.427498 29.757900393431",115.0
WALLIS 0-EAST BERNARD 0-i_2487,"LINESTRING (-96.05150500000002 29.630230636631513, -96.209695 29.515952620336602",115.0
TRENTON 0-ANNA 0-i_289,"LINESTRING (-96.302485 33.43311659525639, -96.37487900000002 33.31932744153831",161.0
KERRVILLE 1-INGRAM 0-i_297,"LINESTRING (-99.141439 30.0304677283368, -99.336011 30.15291044343269",115.0
COPPERAS COVE 1-GATESVILLE 4 0-i_884,"LINESTRING (-97.94662399999999 31.212887416926495, -97.74660400000002 31.4111113630871",161.0
DALLAS 3 1-BALCH SPRINGS 0-i_1526,"LINESTRING (-96.66990900000002 32.707882695939915, -96.616485 32.71417786694259",161.0
HOUSTON 51 0-HOUSTON 45 0-i_2584,"LINESTRING (-95.429746 29.7312761516989, -95.427498 29.757900393431",115.0
AUSTIN 38 0-AUSTIN 33 0-i_1999,"LINESTRING (-97.955835 30.258596402960016, -97.881151 30.318538922639696",115.0
ALLEN 2 0-MCKINNEY 3 1-i_1027,"LINESTRING (-96.690364 33.11191473032849, -96.68763 33.1696223161641",161.0
NORTH RICHLAND HILLS 1 0-KELLER 1 0-i_1385,"LINESTRING (-97.20478399999999 32.884171495720814, -97.22154800000001 32.921591517495706",161.0
HOUSTON 12 0-PASADENA 5 0-i_2369,"LINESTRING (-95.187592 29.6168613044459, -95.18617999999998 29.64541301403071",115.0
ABILENE 2 0-ALBANY 1 1-i_349,"LINESTRING (-99.4748 32.6195358711552, -99.3868 32.76224555758349",230.0
HOUSTON 14 0-HOUSTON 25 0-i_2549,"LINESTRING (-95.24879300000002 29.687322056705803, -95.320621 29.616210288273706",115.0
CUSHING 2 0-CUSHING 1 1-i_3106,"LINESTRING (-94.84534000000001 31.79012932165039, -94.86464000000001 31.82601469861781",115.0
SAN ANTONIO 37 1-SAN ANTONIO 2 1-i_1747,"LINESTRING (-98.560811 29.499201386850604, -98.5995 29.586395547977702",230.0
DALLAS 42 0-CARROLLTON 3 0-i_1164,"LINESTRING (-96.888121 32.92077149509339, -96.89457000000002 32.96005656888039",161.0
RICHARDSON 2 1-PLANO 5 0-i_1080,"LINESTRING (-96.73344 32.97364694061329, -96.737958 33.018853178102304",161.0
ALEDO 2 0-WEATHERFORD 1 0-i_1236,"LINESTRING (-97.627882 32.69328429949999, -97.778698 32.680308947268315",161.0
STERLING CITY 1 1-STERLING CITY 2 0-i_409,"LINESTRING (-100.8921 31.91998893462841, -100.78238900000001 31.94583465260022",115.0
MABANK 1 0-KEMP 0-i_1320,"LINESTRING (-96.070558 32.4305991049394, -96.236039 32.3606043922518",161.0
SABINAL 1 - GLOVE_SOLAR - 3344,"LINESTRING (-100.02 29.17, -99.7 29.21",230.0
WILMER 0-BALCH SPRINGS 0-i_1402,"LINESTRING (-96.670733 32.60276584485829, -96.616485 32.71417786694259",161.0
PINEHURST 0-MAGNOLIA 1 1-i_2431,"LINESTRING (-95.66555400000001 30.1580438598384, -95.638574 30.214369283446914",115.0
JACKSBORO 1 1-GRAFORD 0-i_869,"LINESTRING (-98.30165200000002 33.0619360212675, -98.31527400000002 32.89894887154901",161.0
GREGORY 1-PORTLAND 0-i_641,"LINESTRING (-97.222417 27.882926070783, -97.375238 27.88576823783399",115.0
MUENSTER 1 0-SAINT JO 0-i_245,"LINESTRING (-97.41940600000001 33.727018023699195, -97.526329 33.73537960720182",161.0
MCKINNEY 1 1-MCKINNEY 2 0-i_1436,"LINESTRING (-96.587266 33.164533176213496, -96.627695 33.243470349114816",161.0
SAN ANTONIO 12 0-SAN ANTONIO 1 1-i_1706,"LINESTRING (-98.40249100000001 29.58335747258072, -98.32889999999999 29.426391586690492",230.0
THOMPSONS 0-HOUSTON 4 0-i_2679,"LINESTRING (-95.6239 29.480292918965713, -95.38816 29.718546834432193",500.0
JEWETT 2 0-JEWETT 1 2-i_3120,"LINESTRING (-96.143778 31.32336962352489, -96.2165 31.406538413602306",115.0
WAELDER 0-LULING 0-i_1620,"LINESTRING (-97.29232800000001 29.694490704791296, -97.46166300000002 29.68985541624332",115.0
HOUSTON 88 0-HOUSTON 77 0-i_2463,"LINESTRING (-95.64602700000002 29.691970172431013, -95.53093700000001 29.699345356086404",115.0
AUSTIN 34 0-AUSTIN 31 0-i_1675,"LINESTRING (-97.885062 30.1759293116273, -97.852406 30.213679265992294",115.0
SAN ANTONIO 2 2-SAN ANTONIO 36 0-i_1749,"LINESTRING (-98.5995 29.5813864574687, -98.552964 29.542783466317005",115.0
TERRELL 2 0-TERRELL 1 0-i_1009,"LINESTRING (-96.297723 32.7559860033655, -96.158366 32.732414529694005",161.0
SAN ANGELO 3 0-BIG LAKE 0-i_76,"LINESTRING (-101.046625 31.79662875198021, -101.16378300000001 31.266396904417704",115.0
BRYAN 3 0-BRYAN 5 0-i_3177,"LINESTRING (-96.30308399999998 30.7915511441138, -96.539436 30.736815625633806",115.0
HOUSTON 66 0-SPRING 7 2-i_2642,"LINESTRING (-95.484762 30.00456899302221, -95.52459900000001 30.03464299095081",115.0
SAN ANTONIO 19 0-SAN ANTONIO 29 0-i_1733,"LINESTRING (-98.455523 29.412591245945418, -98.501428 29.401894981943396",115.0
HOUSTON 78 0-HOUSTON 72 0-i_2256,"LINESTRING (-95.54263 29.649702120679894, -95.51758300000002 29.649890125355",115.0
STERLING CITY 2 0-SILVER 1-i_379,"LINESTRING (-100.78238900000001 31.94583465260022, -100.65570000000001 32.043897182145",115.0
DALLAS 1 1-HUTCHINS 0-i_923,"LINESTRING (-96.630044 32.646186021553305, -96.69191600000002 32.6360947479536",161.0
AUSTIN 37 0-LEANDER 2 0-i_1686,"LINESTRING (-97.954624 30.317261890235603, -97.968206 30.447513201655685",115.0
SAN ANTONIO 50 2-SAN ANTONIO 52 2-i_1973,"LINESTRING (-98.72635399999999 29.394616121928106, -98.882335 29.35223057642779",115.0
MAYPEARL 0-MIDLOTHIAN 1 1-i_1508,"LINESTRING (-97.033619 32.29993267680521, -97.04506000000002 32.42776911654429",161.0
HOUSTON 28 0-HOUSTON 54 0-i_2360,"LINESTRING (-95.337582 29.9086745860335, -95.43539600000001 30.00574602260961",115.0
GRAND PRAIRIE 3 1-DALLAS 44 0-i_1098,"LINESTRING (-97.016052 32.662528464797305, -96.961022 32.63365168172731",161.0
ARLINGTON 9 0-BEDFORD 2 0-i_1033,"LINESTRING (-97.151428 32.7169049410302, -97.14155700000002 32.828237970347814",161.0
SWEETWATER 1 0-MERKEL 2 0-i_451,"LINESTRING (-100.1196 32.4020211797149, -100.04538900000001 32.305470686533006",115.0
CONVERSE 0-UNIVERSAL CITY 0-i_1590,"LINESTRING (-98.28787400000002 29.485267042022592, -98.273899 29.523462987597203",115.0
MOUNT CALM 0-COOLIDGE 0-i_1289,"LINESTRING (-96.882872 31.7450693403771, -96.751043 31.654967390379788",161.0
SAN ANTONIO 18 0-SAN ANTONIO 20 0-i_2026,"LINESTRING (-98.45511800000001 29.437421859144298, -98.46080100000002 29.393266769048108",115.0
SAMSON SOLAR 1 0 - PARIS 2 0 - 3299,"LINESTRING (-95.5 33.65, -95.5397 33.69080949840439",500.0
MISSOURI CITY 1 0-RICHMOND 1 0-i_2323,"LINESTRING (-95.51194900000002 29.59792983429211, -95.67658600000001 29.480170915947696",115.0
HOUSTON 18 0-HOUSTON 24 0-i_2461,"LINESTRING (-95.27053700000002 29.716023771561908, -95.314675 29.719323853795196",115.0
LIVERPOOL 0-MANVEL 0-i_2401,"LINESTRING (-95.27791000000002 29.282031029479104, -95.357802 29.47895388584201",115.0
HOUSTON 91 0-KATY 2 1-i_2969,"LINESTRING (-95.67769200000001 29.766785037377996, -95.73350300000001 29.743180448514394",115.0
AUSTIN 25 0-AUSTIN 33 0-i_1650,"LINESTRING (-97.76245000000002 30.290781218580197, -97.881151 30.318538922639696",115.0
AUSTIN 8 0-AUSTIN 4 0-i_1953,"LINESTRING (-97.67995700000002 30.2674816280489, -97.61416700000001 30.294612315719196",115.0
FORT WORTH 14 0-FORT WORTH 8 0-i_889,"LINESTRING (-97.331506 32.63660376175239, -97.271334 32.61763224758379",161.0
MONAHANS 1 0-ODESSA 4 0-i_35,"LINESTRING (-102.92730000000002 31.57776630436199, -102.40460700000001 31.71904662037811",115.0
BRUNI 2 0-HEBBRONVILLE 0-i_500,"LINESTRING (-98.987708 27.358735529199304, -98.780966 27.094038310002514",115.0
BACLIFF 0-DICKINSON 0-i_2246,"LINESTRING (-94.98364700000002 29.504655521862414, -95.027451 29.454258275192284",115.0
HOUSTON 55 0-HOUSTON 67 0-i_2488,"LINESTRING (-95.437594 29.91609877213401, -95.48639300000002 29.915198749571104",115.0
SUGAR LAND 3 2-HOUSTON 88 0-i_2286,"LINESTRING (-95.703769 29.66374779180091, -95.64602700000002 29.691970172431013",115.0
WILMER 0-LANCASTER 1 0-i_1101,"LINESTRING (-96.670733 32.60276584485829, -96.74856100000001 32.56031669582519",161.0
ELECTRA 0-VERNON 1 0-i_208,"LINESTRING (-99.09762400000001 34.12572798887899, -99.355722 34.28405117365721",161.0
ARLINGTON 5 0-ARLINGTON 9 0-i_1020,"LINESTRING (-97.08291700000001 32.6896812016771, -97.151428 32.7169049410302",161.0
AUSTIN 24 0-AUSTIN 9 0-i_2066,"LINESTRING (-97.76148100000002 30.240543945822285, -97.68067500000001 30.1813084475524",115.0
GATESVILLE 1 0-GATESVILLE 3 0-i_1167,"LINESTRING (-97.69788400000002 31.480275897590996, -97.740672 31.48640451826432",161.0
HOUSTON 38 0-ROSHARON 0-i_2888,"LINESTRING (-95.38326299999999 29.608146087973797, -95.46636800000002 29.378892414497113",115.0
SAN ANTONIO 20 0-SAN ANTONIO 7 0-i_2118,"LINESTRING (-98.46080100000002 29.393266769048108, -98.368289 29.352429762194802",115.0
HOUSTON 32 0-HOUSTON 36 0-i_2802,"LINESTRING (-95.35621 29.751123646625995, -95.37595300000001 29.82909159377739",115.0
PASADENA 1 2-HOUSTON 14 0-i_2552,"LINESTRING (-95.203078 29.713328191541795, -95.24879300000002 29.687322056705803",115.0
HEWITT 0-RIESEL 2 0-i_1466,"LINESTRING (-97.18633900000002 31.447358738389287, -97.003872 31.348585271512007",161.0
NURSERY 2-CUERO 2 1-i_1976,"LINESTRING (-97.099 28.878939637895215, -97.26081300000003 29.090743466577308",115.0
CORPUS CHRISTI 17 0-CORPUS CHRISTI 2 0-i_643,"LINESTRING (-97.50979100000002 27.764866145544396, -97.51909999999998 27.825832718387318",115.0
KINGWOOD 1 0-HUFFMAN 0-i_2602,"LINESTRING (-95.154343 30.050612151206995, -95.09525800000002 30.060675404555806",115.0
SAN ANTONIO 11 0-SAN ANTONIO 3 0-i_1818,"LINESTRING (-98.398212 29.6880120738843, -98.33552000000002 29.653697220031198",115.0
SPRING 8 0-MAGNOLIA 1 0-i_2345,"LINESTRING (-95.543891 30.192495730313592, -95.642894 30.214369283446914",230.0
HOUSTON 14 0-SOUTH HOUSTON 0-i_2497,"LINESTRING (-95.24879300000002 29.687322056705803, -95.226184 29.65852934021411",115.0
LAPORTE 1-MONT BELVIEU 0-i_2539,"LINESTRING (-95.04542700000002 29.724273977160806, -94.9125 29.822201421517615",230.0
MUENSTER 2 0-LINDSAY 0-i_194,"LINESTRING (-97.37385500000002 33.67608947246801, -97.30183400000003 33.609858861309796",161.0
HOUSTON 3 0-HOUSTON 91 0-i_2504,"LINESTRING (-95.63464900000001 29.723515958268486, -95.67769200000001 29.766785037377996",115.0
ROXTON 0-SUMNER 0-i_223,"LINESTRING (-95.800701 33.57082414735701, -95.735327 33.7392488772572",161.0
AUSTIN 7 0-PFLUGERVILLE 2-i_1697,"LINESTRING (-97.669867 30.379996483554205, -97.59026000000001 30.432326155775396",115.0
BEEVILLE 0-PETTUS 0-i_580,"LINESTRING (-97.70162 28.401378801973113, -97.94800100000002 28.534574780958206",115.0
SAN PERLITA 1-SEBASTIAN 1 0-i_809,"LINESTRING (-97.669511 26.46883290649291, -97.65780000000001 26.342467843903417",115.0
SAN ANTONIO 19 0-SAN ANTONIO 29 0-i_1732,"LINESTRING (-98.455523 29.412591245945418, -98.501428 29.401894981943396",115.0
HOUSTON 18 0-HOUSTON 14 0-i_2459,"LINESTRING (-95.27053700000002 29.716023771561908, -95.24879300000002 29.687322056705803",115.0
NORTH RICHLAND HILLS 1 0-KELLER 1 0-i_1386,"LINESTRING (-97.20478399999999 32.884171495720814, -97.22154800000001 32.921591517495706",161.0
TIOGA 0-PILOT POINT 0-i_285,"LINESTRING (-96.889124 33.4622403950709, -96.92964200000002 33.36884080957842",161.0
GORDON 0-WEATHERFORD 2 0-i_1273,"LINESTRING (-98.32460400000001 32.58153629827119, -97.787485 32.7525419096998",161.0
SAN ANTONIO 1 0-SEGUIN 1 0-i_1919,"LINESTRING (-98.3361 29.426391586690492, -97.96601500000001 29.5905516511325",500.0
VAN ALSTYNE 0-WHITEWRIGHT 0-i_267,"LINESTRING (-96.546313 33.43325659205611, -96.38711500000001 33.48857243778679",161.0
MONAHANS 1 6-ODESSA 1 10-i_87,"LINESTRING (-102.94530000000002 31.57776630436199, -102.2904 31.834183240019108",230.0
JOURDANTON 0-PLEASANTON 0-i_734,"LINESTRING (-98.47696 28.758224255335705, -98.419996 28.929477637984895",115.0
BEN WHEELER 0-CANTON 0-i_3044,"LINESTRING (-95.652983 32.42190051877701, -95.879865 32.51207460203982",115.0
HOUSTON 55 0-HOUSTON 66 0-i_2784,"LINESTRING (-95.437594 29.91609877213401, -95.484762 30.00456899302221",115.0
HOUSTON 73 0-HOUSTON 70 0-i_2231,"LINESTRING (-95.519364 29.81339420138271, -95.508151 29.76872508579531",115.0
SANGER 0-KRUM 0-i_1115,"LINESTRING (-97.20975899999999 33.3706458594854, -97.298709 33.2764152573407",161.0
KOPPERL 0-WALNUT SPRINGS 0-i_1299,"LINESTRING (-97.566601 32.11143968989531, -97.727712 32.07742141847481",161.0
NOLANVILLE 0-BELTON 1-i_1155,"LINESTRING (-97.595369 31.069788116793806, -97.47830900000001 31.04551954337379",161.0
HAMLIN 0-ANSON 0-i_303,"LINESTRING (-100.115032 32.85095559771551, -99.896394 32.741807168021005",115.0
DENISON 1 0-BELLS 0-i_206,"LINESTRING (-96.461794 33.7211376134185, -96.41887400000002 33.6176494032933",161.0
IRVING 4 0-IRVING 3 0-i_1586,"LINESTRING (-96.96331500000001 32.82348684088511, -96.951303 32.7941870428682",161.0
PLANO 6 0-CARROLLTON 1 0-i_1187,"LINESTRING (-96.799086 33.073008662549604, -96.87094 33.047749969919295",161.0
JEWETT 1 1 - ROSELAND_SOLAR - 3264,"LINESTRING (-96.2165 31.41575566729249, -96.14 31.37",230.0
ODESSA 5 1 - ODESSA 1 8 - 3301,"LINESTRING (-102.5 31.81, -102.3084 31.834183240019108",500.0
WOODSBORO 0-SINTON 0-i_532,"LINESTRING (-97.37325100000001 28.1807396601043, -97.544013 28.115246777273097",115.0
MIDLAND 3 0-LENORAH 0-i_55,"LINESTRING (-102.072464 31.98627734333081, -101.8277 32.2292095700582",115.0
HOUSTON 64 0-HOUSTON 65 0-i_2989,"LINESTRING (-95.47577200000002 29.6728366961662, -95.48255 29.618232338505507",115.0
GRAPEVINE 0-SOUTHLAKE 0-i_1353,"LINESTRING (-97.067945 32.92334756547091, -97.144982 32.957505499117",161.0
CHICO 0-BOWIE 0-i_213,"LINESTRING (-97.848678 33.3098660753984, -97.94712000000001 33.5145692410395",161.0
DENTON 1 0-FRISCO 2 0-i_1226,"LINESTRING (-97.0989 33.1950900168082, -96.85202699999999 33.143924609675196",500.0
ABILENE 3 0-ABILENE 1 3-i_448,"LINESTRING (-99.656323 32.5704215462153, -99.6204 32.49011093585722",115.0
AUSTIN 12 0-AUSTIN 15 0-i_1833,"LINESTRING (-97.703253 30.385495623362097, -97.714196 30.427453690840206",115.0
TEAGUE 0-BUFFALO 0-i_3093,"LINESTRING (-96.22075700000002 31.4727594043679, -96.00017500000001 31.46758706502669",115.0
GREGORY 0-TAFT 1 0-i_637,"LINESTRING (-97.240417 27.882926070783, -97.2859 27.989442342071293",230.0
PORT BOLIVAR 0-GALVESTON 2 0-i_2861,"LINESTRING (-94.511121 29.500599669994603, -94.82429 29.271907567337315",115.0
POINT COMFORT 2 0-VICTORIA 2 0-i_2300,"LINESTRING (-96.52370000000002 28.68538385629629, -96.992 28.78198969280541",500.0
DALLAS 22 0-DALLAS 18 0-i_1367,"LINESTRING (-96.789793 32.9002609349257, -96.78389599999998 32.92187712750321",161.0
MERCEDES 0-SANTA MARIA 0-i_536,"LINESTRING (-97.822112 26.1423677244398, -97.731451 26.046244410934804",115.0
AUSTIN 3 2-AUSTIN 25 0-i_1643,"LINESTRING (-97.784408 30.285963478461994, -97.76245000000002 30.290781218580197",115.0
MANSFIELD 0-MIDLOTHIAN 1 0-i_941,"LINESTRING (-97.184054 32.50154410714119, -97.04938 32.42776911654429",500.0
CORPUS CHRISTI 11 0-CORPUS CHRISTI 6 0-i_721,"LINESTRING (-97.39728900000001 27.676901003208105, -97.32884499999999 27.697198188423815",115.0
AUSTIN 4 0-AUSTIN 5 0-i_1880,"LINESTRING (-97.61416700000001 30.294612315719196, -97.641082 30.353171801902604",115.0
FORT WORTH 14 0-FORT WORTH 13 0-i_891,"LINESTRING (-97.331506 32.63660376175239, -97.326911 32.6760758323821",161.0
DAYTON 0-CONROE 5 0-i_2269,"LINESTRING (-94.91767400000002 30.0519431847122, -95.434228 30.304888576333003",230.0
HOUSTON 32 0-HOUSTON 33 0-i_2341,"LINESTRING (-95.35621 29.751123646625995, -95.360152 29.722391930254705",115.0
NURSERY 1-VICTORIA 3 0-i_2244,"LINESTRING (-97.099 28.888396142184707, -97.18788200000002 28.664095525985708",230.0
PASADENA 2 2-HOUSTON 19 0-i_2200,"LINESTRING (-95.162079 29.715995970726297, -95.27303000000002 29.644508991553792",115.0
PANHANDLE 4 0-RALLS 1 0-i_160,"LINESTRING (-101.235056 35.42163286871961, -101.37200000000001 33.6551180115106",500.0
HOUSTON 47 0-HOUSTON 46 0-i_2436,"LINESTRING (-95.412498 29.732312177526314, -95.407483 29.7690450937819",115.0
BRYAN 4 0-BRYAN 5 0-i_3031,"LINESTRING (-96.313612 30.6550583806754, -96.539436 30.736815625633806",115.0
SAMSON SOLAR 3 0 - PARIS 1 0 - 3297,"LINESTRING (-95.7 33.65, -95.57199999999999 33.62480490119471",500.0
MOUNT PLEASANT 1 2-SCROGGINS 0-i_3162,"LINESTRING (-95.00570000000002 33.0736017049237, -95.18809800000001 33.01840503859282",115.0
FORT WORTH 22 0-ALEDO 2 0-i_1350,"LINESTRING (-97.38336499999998 32.69822643369301, -97.627882 32.69328429949999",161.0
GOLDSBORO 0-COLEMAN 0-i_309,"LINESTRING (-99.68565000000001 32.04597232051239, -99.558791 31.730778395645785",115.0
PRICKLY_PEAR - CHRISTOVAL 1 - 3309,"LINESTRING (-100.54 31.01, -100.64282000000001 31.07926873175702",115.0
AZLE 0-SPRINGTOWN 0-i_902,"LINESTRING (-97.557579 32.897777867131175, -97.69300000000001 32.8506485812347",161.0
HUNGERFORD 0-FULSHEAR 0-i_2734,"LINESTRING (-96.07641800000002 29.410175081876318, -95.951677 29.58992263551939",115.0
VICTORIA 2 2-VICTORIA 1 2-i_2302,"LINESTRING (-96.97399999999999 28.772523516131912, -96.934414 28.65929442196951",115.0
WINTERS 0 - NORTON_SOLAR - 3306,"LINESTRING (-100.156338 31.852400447881788, -100.26 31.97",115.0
MABANK 2 1-TRINIDAD 2 0-i_972,"LINESTRING (-96.083732 32.2716714175578, -96.10982000000001 32.16048896872899",115.0
UVALDE 0-BRACKETTVILLE 2 0-i_424,"LINESTRING (-100.00687000000002 29.144723767626097, -100.200167 29.2284388980824",115.0
GONZALES 0-NIXON 0-i_1816,"LINESTRING (-97.439924 29.4706858196306, -97.72683400000001 29.422645851624893",115.0
MARBLE FALLS 2 2-MARBLE FALLS 1 0-i_1804,"LINESTRING (-98.2952 30.54049837392111, -98.248593 30.549087601116593",115.0
LAREDO 1 0-LAREDO 7 0-i_497,"LINESTRING (-99.49090000000001 27.56031721101819, -99.674682 27.8271417951826",230.0
HOUSTON 87 0-HOUSTON 3 0-i_2506,"LINESTRING (-95.611784 29.747732562043016, -95.63464900000001 29.723515958268486",115.0
SAN ANTONIO 24 0-BOERNE 1 0-i_1768,"LINESTRING (-98.483128 29.694951246660096, -98.64667000000001 29.7451824984431",115.0
HOUSTON 32 0-HOUSTON 36 0-i_2801,"LINESTRING (-95.35621 29.751123646625995, -95.37595300000001 29.82909159377739",115.0
WHARTON 1 2-WHARTON 2 0-i_2882,"LINESTRING (-96.0323 29.26581886477861, -96.182821 29.342819929568304",115.0
SARITA 1 1-KINGSVILLE 0-i_567,"LINESTRING (-97.753167 27.21665334296649, -97.85659700000001 27.43781410243951",115.0
SAN ANTONIO 2 0-SAN ANTONIO 50 0-i_1744,"LINESTRING (-98.6067 29.586395547977702, -98.72635399999999 29.398379895204194",500.0
CYPRESS 1 0-HOUSTON 5 0-i_2614,"LINESTRING (-95.66512399999999 29.995280759578108, -95.5234 29.9392043515847",500.0
THOMPSONS 1-MISSOURI CITY 2 0-i_2664,"LINESTRING (-95.6167 29.480292918965713, -95.553828 29.47091068690631",230.0
HOUSTON 48 0-HOUSTON 62 0-i_2649,"LINESTRING (-95.41333300000002 29.79574976054061, -95.47080900000002 29.827525554622007",115.0
BRECKENRIDGE 0-ALBANY 2 0-i_833,"LINESTRING (-98.883466 32.79822000528059, -99.23283999999998 32.784078042778596",161.0
ROCKDALE 1 1-CALDWELL 0-i_1854,"LINESTRING (-97.028032 30.55967127726221, -96.665432 30.535363724672102",230.0
LORENA 0-RIESEL 2 0-i_1016,"LINESTRING (-97.193495 31.262489649579898, -97.003872 31.348585271512007",161.0
HOUSTON 83 0-HOUSTON 84 0-i_2738,"LINESTRING (-95.581217 29.697186302317807, -95.58239 29.66836658493781",115.0
COLLEGE STATION 1 1-COLLEGE STATION 2 1-i_3150,"LINESTRING (-96.25098300000002 30.555184990626806, -96.30438399999998 30.6028960409023",115.0
HOUSTON 52 0-HOUSTON 38 0-i_2590,"LINESTRING (-95.431164 29.6832039541903, -95.38326299999999 29.608146087973797",115.0
SAN ANTONIO 32 1-SAN ANTONIO 39 0-i_2127,"LINESTRING (-98.517303 29.419895426275307, -98.567338 29.4186243948924",115.0
GOLDSMITH 0-KERMIT 0-i_122,"LINESTRING (-102.819333 31.988893517494812, -103.129992 31.6901247102362",115.0
CORSICANA 2 0-FAIRFIELD 1 0-i_1252,"LINESTRING (-96.62174700000001 32.05183571151851, -96.09510000000002 31.884586583442704",500.0
SEALY 0-BELLVILLE 0-i_2887,"LINESTRING (-96.09871300000002 29.788899590674806, -96.243942 29.98088061195642",115.0
ANGLETON 1-DANBURY 0-i_2808,"LINESTRING (-95.42848800000002 29.16863423160271, -95.310719 29.22901472709819",115.0
GARRISON 0-HENDERSON 1 0-i_3048,"LINESTRING (-94.511617 31.813201849647793, -94.69502900000002 31.919337891369405",115.0
CHANNELVIEW 2 0-CROSBY 0-i_2785,"LINESTRING (-95.047291 29.830040617506594, -95.053587 29.930376130139194",115.0
LOS FRESNOS 0-SAN BENITO 0-i_722,"LINESTRING (-97.262778 26.22854150341792, -97.620292 26.09962035920391",115.0
FORT WORTH 25 0-FORT WORTH 17 0-i_1420,"LINESTRING (-97.430235 32.91110423103041, -97.350985 32.77867862073289",161.0
SILVER 1-ROSCOE 4 0-i_378,"LINESTRING (-100.65570000000001 32.043897182145, -100.47430000000001 32.230853680250306",115.0
ARLINGTON 1 1-ARLINGTON 6 0-i_985,"LINESTRING (-97.12769 32.772671457267094, -97.09645200000001 32.782530725569714",161.0
TYLER 7 0-TRINIDAD 1 0-i_3191,"LINESTRING (-95.310228 32.228975554374315, -96.090477 32.1184211563178",230.0
NORTH RICHLAND HILLS 2 0-FORT WORTH 4 0-i_1313,"LINESTRING (-97.221695 32.8375912252615, -97.248532 32.86600199996451",161.0
HOUSTON 9 0-HOUSTON 20 0-i_2220,"LINESTRING (-95.14544 29.8304296272335, -95.29638 29.860034367816805",115.0
BIG SPRING 7 0-BIG SPRING 4 0-i_64,"LINESTRING (-101.356434 32.0968117129129, -101.29363699999999 31.985335280619005",115.0
LEWISVILLE 2 0-FLOWER MOUND 1 0-i_1369,"LINESTRING (-97.057417 33.07895382564289, -97.05647000000002 33.030295491566",161.0
SUGAR LAND 2 1-SUGAR LAND 3 1-i_2282,"LINESTRING (-95.627376 29.564491004522885, -95.69944900000002 29.667501563415392",230.0
LAREDO 6 0-LAREDO 4 1-i_570,"LINESTRING (-99.493143 27.50742513822979, -99.328996 27.3671490151858",115.0
SAN ANTONIO 38 0-SAN ANTONIO 33 0-i_1994,"LINESTRING (-98.566452 29.340024456589408, -98.522419 29.38547657687929",115.0
FRENCH_G_SOLAR 1 - GRAHAM 1 - 3361,"LINESTRING (-98.62 33.13, -98.5757 33.128370579972",161.0
HOUSTON 35 0-HOUSTON 21 0-i_2755,"LINESTRING (-95.375096 29.6536102178675, -95.30055900000002 29.68311895207441",115.0
HOUSTON 34 0-HOUSTON 48 0-i_2509,"LINESTRING (-95.36399000000002 29.792844687980903, -95.41333300000002 29.79574976054061",115.0
DALLAS 36 0-DALLAS 23 0-i_1492,"LINESTRING (-96.86073900000001 32.89087667873379, -96.791914 32.83347311301839",161.0
HOUSTON 40 0-HOUSTON 20 0-i_2573,"LINESTRING (-95.38892700000001 29.88786306457909, -95.29638 29.860034367816805",115.0
BLOOMING GROVE 0-BARDWELL 0-i_1054,"LINESTRING (-96.71466100000002 32.116829049943306, -96.74382700000001 32.20503095012969",161.0
HOUSTON 10 0-HUMBLE 1 0-i_2379,"LINESTRING (-95.16952100000002 29.761429903746293, -95.17389900000002 29.992004677254894",115.0
ALEDO 2 0-ALEDO 1 1-i_879,"LINESTRING (-97.627882 32.69328429949999, -97.49980000000001 32.718176975589984",161.0
SAN ANTONIO 31 0-SAN ANTONIO 30 0-i_1668,"LINESTRING (-98.521662 29.587523575974096, -98.51943000000001 29.51389475062251",115.0
GARRISON 0-NACOGDOCHES 2 0-i_3047,"LINESTRING (-94.511617 31.813201849647793, -94.619596 31.717204498668977",115.0
HOUSTON 71 0-HOUSTON 78 0-i_2566,"LINESTRING (-95.51212500000001 29.685445009977308, -95.54263 29.649702120679894",115.0
AUSTIN 13 0-AUSTIN 14 0-i_2080,"LINESTRING (-97.71048199999998 30.2279866279823, -97.71109600000001 30.293693179602993",115.0
HURST 0-FORT WORTH 2 0-i_1171,"LINESTRING (-97.176986 32.814779603666416, -97.177363 32.773493479634304",161.0
HOUSTON 79 0-HOUSTON 81 0-i_2443,"LINESTRING (-95.55665400000001 29.738824339888897, -95.577168 29.856102269414208",115.0
